make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
Land Rover,Range Rover Sport,2011,220,None,0,0,5/14/15 22:39,Jersey City,NJ,1.568676829,41317,5,0,0,None
Volvo,C70,2004,49,None,0,0,3/28/15 17:36,Hoboken,NJ,2.716914177,7429.5,52,0,0,None
Toyota,Camry Solara,2005,49,None,0,0,5/16/15 16:03,Jersey City,NJ,0.709292769,8418,3,0,0,None
Audi,A7,2015,260,5,1,1,3/29/15 17:07,Jersey City,NJ,0.808709204,None,51,0.019607843,5.098039216,None
Infiniti,G37,2009,119,None,0,0,10/8/14 7:42,Jersey City,NJ,1.42961061,17563.4,223,0,0,None
Hyundai,Elantra,2015,60,None,0,0,5/16/15 16:44,Bayonne,NJ,5.045652866,16408.28571,3,0,0,None
Audi,A4,2009,60,None,0,0,5/10/15 21:00,Jersey City,NJ,2.389420509,18320.5,9,0,0,None
Toyota,Highlander,2014,99,None,0,0,4/14/15 22:03,East Orange,NJ,7.252234459,31832.90909,35,0,0,None
Mercedes-Benz,E-Class,2010,325,None,0,0,12/9/14 20:21,fairview,NJ,7.272916317,26993,161,0,0,None
Mercedes-Benz,C-Class,2010,60,None,0,0,4/29/15 19:23,Jersey City,NJ,1.788101077,21859.66667,20,0,0,None
Ford,Mustang,2015,99,5,2,2,4/10/15 15:41,Jersey City,NJ,2.239372253,None,39,0.051282051,5.076923077,None
Toyota,Camry,2015,49,None,0,0,2/13/15 22:17,Lyndhurst,NJ,6.014882088,23115.66667,95,0,0,None
Toyota,Prius c,2013,39,None,0,0,4/12/15 9:01,Lyndhurst,NJ,5.966662407,16033.25,37,0,0,None
Honda,Civic,2011,50,None,0,0,2/7/15 11:45,jersey city,NJ,2.117598057,14606.30303,101,0,0,None
Audi,A8,2011,225,None,0,0,7/7/14 0:52,Edgewater,NJ,7.237868309,39310,316,0,0,None
Lexus,LS 600h L,2008,185,None,0,0,2/10/15 13:54,Hoboken,NJ,2.640551329,33149,98,0,0,None
Infiniti,QX60,2015,99,5,1,2,4/12/15 15:19,Lyndhurst,NJ,6.043502331,None,37,0.054054054,5.351351351,None
Nissan,Altima,2015,150,None,0,0,3/20/15 9:44,Hoboken,NJ,2.61006856,20559.75,60,0,0,None
Volkswagen,Passat,2013,100,None,0,0,7/8/14 10:08,Jersey City,NJ,2.480369091,17231.2963,315,0,0,None
Honda,Civic,2011,40,None,0,0,12/23/14 1:09,Bloomfield,NJ,8.892056465,14606.30303,147,0,0,None
Honda,CR-V,2010,47,None,0,0,5/1/15 14:16,Jersey City,NJ,1.557010412,18939.875,18,0,0,None
BMW,X6,2014,264,None,0,0,9/29/14 19:29,Jersey City,NJ,1.586408138,48726.5,232,0,0,None
Hyundai,Sonata,2014,90,None,0,0,2/10/15 16:41,Newark,NJ,6.722664356,17546.625,98,0,0,None
Ford,Transit Connect,2014,73,None,0,0,4/28/15 15:14,kearny,NJ,3.997253418,18364,21,0,0,None
Hyundai,Genesis,2015,199,None,0,0,3/31/15 12:33,Hoboken,NJ,2.431582212,35066,49,0,0,None
Toyota,4Runner,2005,75,None,0,0,4/19/15 22:28,Jersey City,NJ,2.03492403,12107.25,30,0,0,None
Land Rover,Range Rover Evoque,2013,101,None,0,0,4/24/15 10:44,secaucus,NJ,2.439770937,38549.375,25,0,0,None
BMW,X1,2015,190,None,0,0,4/14/15 22:55,Union City,NJ,3.396254539,27855.66667,35,0,0,None
Volvo,V40,2004,29,None,0,0,5/12/15 13:23,Hackensack,NJ,10.39591599,6144.5,7,0,0,None
Chrysler,Pacifica,2004,39,None,0,0,5/9/15 11:47,Hackensack,NJ,10.3926506,6270,10,0,0,None
Toyota,Avalon,2014,79,None,0,0,5/5/15 2:20,Union City,NJ,4.106622696,26358.75,14,0,0,None
Maserati,Ghibli,2015,399,None,0,0,2/23/15 12:23,East Rutherford,NJ,7.372905254,None,85,0,0,None
Jaguar,XJ,2012,325,None,0,0,5/8/15 10:56,Bloomfield,NJ,8.083280563,53419.16667,11,0,0,None
BMW,7 Series,2012,159,None,0,0,4/6/15 13:42,BLOOMFIELD,NJ,8.114837646,45558.57143,43,0,0,None
Nissan,Versa,2009,49,None,0,0,5/15/15 10:23,West New York,NJ,5.715994358,8753.4,4,0,0,None
Mercedes-Benz,CLA-Class,2014,99,None,0,0,1/10/15 0:42,Ridgefield PK,NJ,9.713445663,28461,129,0,0,None
BMW,X5,2014,115,None,0,0,1/9/15 20:08,Ridgefield Park,NJ,9.708825111,47796.25,130,0,0,None
Toyota,Camry,2011,90,None,0,0,4/23/15 14:35,Newark,NJ,6.675774574,15106.7,26,0,0,None
Honda,Accord,2007,75,None,0,0,4/23/15 15:01,Newark,NJ,6.706346512,11033.15152,26,0,0,None
Dodge,Charger,2014,75,None,0,0,5/14/15 8:41,Irvington,NJ,8.195808411,24857.71429,5,0,0,None
Honda,CR-V,2008,80,None,0,0,7/14/14 1:17,Newark,NJ,8.958565712,15609,309,0,0,None
Mercedes-Benz,E-Class,2012,96,None,0,0,4/30/15 22:20,Hillside,NJ,8.501755714,35073.875,19,0,0,None
Toyota,Corolla,2015,100,None,0,0,3/26/15 14:04,Teterboro,NJ,9.235405922,16728,54,0,0,None
Toyota,Corolla,2014,79,None,0,0,5/16/15 16:22,East Rutherford ,NJ,8.551146507,15304.16667,3,0,0,None
Toyota,Corolla,2014,89,None,0,0,5/11/15 15:13,Edgewater,NJ,8.61150074,15304.16667,8,0,0,None
Audi,A4,2009,157,None,0,0,4/28/15 19:14,Lodi,NJ,10.16824436,18320.5,21,0,0,None
Mercedes-Benz,G-Class,2011,550,None,0,0,4/19/15 12:38,Lincoln Park,NJ,17.82479095,80274,30,0,0,None
Volvo,S40,2006,60,None,0,0,5/17/15 21:04,Linden,NJ,9.443681717,8444.666667,2,0,0,None
Nissan,Rogue Select,2014,71,None,0,0,4/16/15 6:14,clifton,NJ,10.55903912,17027.5,33,0,0,None
Mercury,Grand Marquis,2003,88,None,0,0,5/3/15 17:49,South Orange,NJ,10.08088779,5785,16,0,0,None
Toyota,Camry,2004,34,None,0,0,1/29/15 23:06,HACKENSACK,NJ,11.10925388,7089.125,110,0,0,None
BMW,6 Series,2012,249,None,0,0,5/10/15 11:09,Livingston,NJ,12.52799702,45934.83333,9,0,0,None
Dodge,Grand Caravan,2014,71,None,0,0,7/11/14 16:13,FLORHAM PARK,NJ,15.1816597,16961.66667,312,0,0,None
Audi,Q5,2011,100,None,0,0,5/15/15 13:26,Woodbridge Township,NJ,16.39206314,26881,4,0,0,None
BMW,6 Series,2004,180,None,0,0,4/16/15 22:52,Paterson,NJ,14.2046051,15320,33,0,0,None
BMW,3 Series,2007,50,None,0,0,5/15/15 13:17,Woodbridge Township,NJ,16.37680817,13460.45455,4,0,0,None
Porsche,Cayenne,2008,99,None,0,0,5/6/15 13:09,Matawan ,NJ,23.51943207,24120.5,13,0,0,None
Lexus,IS 250,2014,115,None,0,0,5/16/15 11:27,Pine brook,NJ,16.02146149,28781.5,3,0,0,None
Cadillac,Escalade ESV,2014,285,None,0,0,5/9/15 9:32,Colonia,NJ,16.02725983,55399,10,0,0,None
Lexus,GX 460,2015,198,None,0,0,5/13/15 0:22,Perth Amboy,NJ,16.93372536,48783.5,6,0,0,None
Nissan,Altima,2013,65,None,0,0,5/5/15 9:28,Fords,NJ,18.37386131,17028.66667,14,0,0,None
Hyundai,Elantra,2001,30,None,0,0,8/2/13 10:53,Edison,NJ,22.63235092,2453.25,655,0,0,None
Toyota,Highlander,2015,149,None,0,0,4/8/15 0:50,Upper Saddle River,NJ,22.49176025,None,41,0,0,None
Ford,Mustang,2007,89,None,0,0,2/18/15 22:15,Pequannock,NJ,18.89206123,13447.125,90,0,0,None
Infiniti,G Sedan,2011,90,None,0,0,8/13/14 16:34,Morristown,NJ,21.96598625,21699.8,279,0,0,None
Toyota,Camry,2011,50,None,0,0,4/30/15 14:11,Pompton Lakes,NJ,22.39695168,15106.7,19,0,0,None
Honda,Accord,2004,39,None,0,0,1/15/15 9:53,Morristown,NJ,21.04222298,7013.441176,124,0,0,None
Nissan,Sentra,2014,45,None,0,0,4/14/15 2:32,Dunellen,NJ,22.43789864,13856.85714,35,0,0,None
Lexus,GS 350,2009,70,None,0,0,5/17/15 18:54,Allendale,NJ,20.51425362,21985,2,0,0,None
