make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
Ford,Mustang,2010,95,None,0,0,7/31/15 8:51,Las Vegas,NV,5.805613518,16690,78,0,0,None
FIAT,500,2013,50,5,2,2,5/21/15 13:13,North Las Vegas,NV,5.810892105,10530,149,0.013422819,0.67114094,15689.7
FIAT,500e,2013,60,4.8,5,6,6/27/14 2:30,Las Vegas,NV,9.663928986,19620,477,0.012578616,0.754716981,25996.5
smart,fortwo,2015,60,4.8,10,15,12/6/14 23:07,Las Vegas,NV,9.699195862,16106,314,0.047770701,2.866242038,5619.204444
Mercedes-Benz,SL-Class,2005,89,5,3,4,8/16/15 21:16,Las Vegas,NV,7.630056858,27406,62,0.064516129,5.741935484,4772.955056
Porsche,911,2013,179,5,3,6,8/5/15 4:41,las vegas,NV,11.61441994,83080.5,73,0.082191781,14.71232877,5646.998603
Land Rover,Range Rover Evoque,2013,79,5,19,29,2/6/15 5:24,las vegas,NV,11.6786108,36159.375,253,0.114624506,9.055335968,3993.156646
Honda,Civic,2013,35,5,2,2,8/24/15 19:27,Las Vegas,NV,8.580703735,16857.47619,54,0.037037037,1.296296296,13004.33878
Mercedes-Benz,C-Class,2010,229,None,0,2,8/3/15 0:04,Las Vegas,NV,9.512219429,20338.16667,75,0.026666667,6.106666667,3330.485808
Mercedes-Benz,E-Class,2014,119,None,0,0,10/17/15 17:12,Las Vegas,NV,9.180623055,43329.65,0,None,None,None
Toyota,Corolla,2016,32,5,1,1,10/15/15 0:55,Las Vegas,NV,9.218797684,None,2,0.5,16,None
Dodge,Grand Caravan,2014,50,5,1,1,10/8/15 12:03,Las Vegas,NV,13.16760826,16823,9,0.111111111,5.555555556,3028.14
BMW,5 Series,2013,440,None,0,0,7/9/15 17:01,Las Vegas,NV,12.55231953,33862.71429,100,0,0,None
Lexus,RC 350,2015,89,4.5,12,16,6/20/15 5:43,LAS VEGAS,NV,11.66425991,33785.5,119,0.134453782,11.96638655,2823.366924
Mercedes-Benz,C-Class,2012,100,None,0,0,10/3/15 20:41,North Las Vegas,NV,4.768716812,29571.63636,14,0,0,None
Chrysler,200,2015,35,None,0,2,8/30/15 20:36,Las Vegas,NV,9.903112412,17070,48,0.041666667,1.458333333,11705.14286
Chevrolet,Camaro,2013,59,None,0,0,9/5/15 20:32,Las Vegas,NV,9.872630119,24169.58333,42,0,0,None
Volkswagen,New Beetle,2010,38,None,0,0,7/5/15 14:59,Las Vegas,NV,11.3816185,13099.41667,104,0,0,None
Jeep,Patriot,2014,39,5,1,2,7/17/14 20:46,Las Vegas,NV,9.899104118,15243.33333,457,0.004376368,0.170678337,89310.29915
Mazda,3,2005,35,5,1,2,9/13/15 22:40,Las Vegas,NV,7.896515846,5956.6,34,0.058823529,2.058823529,2893.205714
Lexus,RX 350,2008,113,5,1,2,6/17/15 2:16,Las Vegas,NV,10.08322716,16348.5,122,0.016393443,1.852459016,8825.29646
Nissan,Maxima,2004,29,4.75,4,16,12/4/12 14:12,Las Vegas,NV,9.628285408,5689.25,1047,0.015281757,0.443170965,12837.59644
Toyota,Prius,2008,29,None,0,0,8/15/15 15:30,Las Vegas,NV,6.316215038,10186.66667,63,0,0,None
HUMMER,H1,2004,400,None,0,0,2/19/15 3:06,Las Vegas,NV,6.881370544,44589.5,240,0,0,None
Chevrolet,Corvette,2013,120,5,17,25,3/16/14 22:31,las Vegas,NV,10.84680843,45409.42857,580,0.043103448,5.172413793,8779.15619
Toyota,Corolla,2014,33,5,3,9,7/21/15 11:21,las vegas,NV,9.63821888,14787.25,88,0.102272727,3.375,4381.407407
Honda,CR-V,2015,71,None,0,0,7/18/15 16:26,Las Vegas,NV,12.77146721,24500,91,0,0,None
Lexus,GS 350,2015,139,5,3,7,2/12/15 0:54,Las Vegas,NV,12.79165173,40042.75,247,0.028340081,3.939271255,10165.01465
Ford,Mustang,2013,119,None,0,0,10/4/15 22:18,North Las Vegas,NV,7.818177223,22392.33333,13,0,0,None
Mercedes-Benz,C-Class,2015,119,None,0,0,9/1/15 16:47,Las Vegas,NV,8.229394913,34077.92308,46,0,0,None
Ford,F-150,2013,47,5,3,6,7/28/15 17:38,Las Vegss ,NV,13.31075859,27731.96078,81,0.074074074,3.481481481,7965.563204
BMW,3 Series,2013,90,5,3,3,7/14/15 0:51,Las Vegas,NV,11.31290245,27092.66667,95,0.031578947,2.842105263,9532.604938
BMW,3 Series,2006,62,None,0,0,7/31/15 17:50,Las Vegas,NV,9.736598969,10050.44444,78,0,0,None
Honda,Ridgeline,2009,60,5,1,1,3/17/15 11:50,Las Vegas,NV,12.44788551,21370.75,214,0.004672897,0.280373832,76222.34167
Audi,A4,2014,43,5,1,2,6/19/15 20:17,Henderson,NV,11.11406994,27622.88889,120,0.016666667,0.716666667,38543.56589
Honda,Fit,2013,33,None,0,0,10/15/15 4:29,Las Vegas,NV,10.98007298,14070.8,2,0,0,None
Mazda,MAZDA6,2014,49,5,2,3,6/18/15 13:16,Las Vegas,NV,12.72406673,None,121,0.024793388,1.214876033,None
Volkswagen,Jetta GLI,2013,42,None,0,0,7/1/15 17:06,Las Vegas,NV,11.58875847,19232.41667,108,0,0,None
Audi,A4,2015,64,None,0,0,10/9/15 21:08,Henderson,NV,11.78852367,29636.33333,8,0,0,None
Mercedes-Benz,CLS-Class,2012,103,5,1,1,7/18/15 2:56,Henderson,NV,12.87051964,45371,91,0.010989011,1.131868132,40085.05825
Infiniti,M,2012,57,5,3,5,8/2/15 21:22,Henderson,NV,14.93028069,28384.6,76,0.065789474,3.75,7569.226667
Ford,Fusion,2013,40,None,0,0,5/27/15 0:17,henderson,NV,16.33732033,16747.5,143,0,0,None
Audi,Q7,2014,175,None,0,0,9/10/15 17:45,Henderson,NV,16.63454437,44449.83333,37,0,0,None
